"x","y","score","nose_x","nose_y","left_eye_x","left_eye_y","right_eye_x","right_eye_y","left_ear_x","left_ear_y","right_ear_x","right_ear_y","left_shoulder_x","left_shoulder_y","right_shoulder_x","right_shoulder_y","left_elbow_x","left_elbow_y","right_elbow_x","right_elbow_y","left_wrist_x","left_wrist_y","right_wrist_x","right_wrist_y","left_hip_x","left_hip_y","right_hip_x","right_hip_y","left_knee_x","left_knee_y","right_knee_x","right_knee_y","left_ankle_x","left_ankle_y","right_ankle_x","right_ankle_y"
"840","50","0.5485087547983442","380.3148466783314","172.33271035322173","385.45040216951395","165.2010458142052","368.52105222494185","161.53988141477646","383.25155698813285","179.73676316069518","345.9659099620417","174.8005343073384","383.05940567140567","240.95191691126098","347.9931904254736","204.2395083460671","398.78910244677485","307.8738344982398","428.8946317395223","165.7024895343893","413.239757835473","374.3154176072584","464.5006369285812","134.08671375202368","385.81500572282835","387.58197306754323","350.6319229513776","383.74230270975477","389.7454187794051","477.9602278953322","365.24054414191914","479.5165899720254","412.73134399436736","407.79482986747","6.64898503495408","17.082441825293042"
"880","50","0.5680366711957114","375.237146135938","173.35624190120592","382.0086435336491","167.15718617258574","364.3820380593652","163.1454232349034","381.6637375372999","184.6625454365454","345.4363016386649","178.47286306127424","384.750884863359","244.20612797238508","346.79280468294456","205.4073177230526","398.5937620670511","311.08345915062876","421.8595073040764","164.73266266120382","414.3736733468845","377.9718513839523","462.95642958430653","130.89005898459982","386.8246730363792","389.65712183692284","350.1703387004718","385.667742835784","387.84463362318803","477.65012658490116","363.9999611759008","478.4773549202703","409.6439885444601","408.66779273213825","357.2718792981729","454.31405565991093"
"920","50","0.5729498586484364","373.1519977592938","175.32439571254605","381.99683289995954","169.16694080538713","363.7205835751729","164.94538269372637","381.64703984929923","186.78334070140303","345.1814825210805","181.37259758435894","386.3540747069537","246.19812299788495","344.26053782789245","206.8405143997955","398.8202493228227","314.25986012092415","419.11369946158743","162.93407457748984","414.0348698205262","381.51287513791584","462.8235507624209","126.61282262941876","387.47787018320827","391.85949976107565","350.02653355209014","387.4684422664807","388.49849159381904","477.97847102859083","363.4879025295313","479.51771135294916","409.0623408099233","409.9217517125148","358.92133901365503","457.26399781291286"
"960","50","0.5709060387951987","373.41079241738817","179.0007215986966","382.2664137653325","170.7569321790574","363.59098167193895","166.56104109800023","382.5466792034775","185.9945835641506","344.9403432419288","180.6834219973003","385.5800697123988","245.0032922697202","342.22038329464783","208.60803460412717","397.01713423331694","312.88989671944057","416.1283749609129","162.27760397086394","413.5907467050819","380.88555834756886","456.5612835321909","126.571551925056","388.38368618590613","391.2067987026116","350.2988029909301","387.1263281079324","391.9382130104609","479.24333610843723","363.7769598162183","479.84389116709826","409.0352973589035","410.12329709771205","357.9006628704533","456.9086963259465"
"1000","50","0.5531316356999534","372.863890965529","180.04884622975655","381.6956930767419","171.90574663910448","362.9012646786823","168.34976885551598","381.5286177780417","186.01953621689034","344.08427214334637","181.6397696216152","385.9755557069283","242.7343480722977","337.5996279332272","210.1694066745349","396.72774683038904","309.7091013937981","414.17060141935565","161.33126677785063","408.91719242286547","375.86981194108154","448.3012930571127","127.96211779244678","392.0064018649823","390.7002267108206","349.63029292773285","387.1179737163901","391.77596086337957","478.4387027092401","361.41216914318505","478.9261564669212","399.8968217162727","418.1643960731678","357.01905011209703","455.4683808085477"
"1040","50","0.5567585155367851","372.3654032156471","179.86411514218815","380.58365939044165","171.75164654462318","362.4673937442035","168.409154669405","380.12877334412326","185.60779181602118","343.90397116226745","181.58242005679026","385.36650587250267","239.56453137102318","335.6680448354141","210.27818145490386","397.7370067863219","309.18354590886275","407.045868413434","160.73018243871874","409.0480719643952","375.34924311500106","452.0278677415239","124.84078816574646","394.47738945754685","390.44230154443375","349.10187163793955","386.9449027277421","392.5644520251906","479.04868598262215","356.0717350031087","478.97897688481623","403.0612810110398","416.7468539285066","354.75429791709746","455.92023947802943"
"1080","50","0.5400098125849452","371.89502839105666","178.61668616090844","379.8648705403121","171.19705472466336","362.3821049908229","167.77718060409745","379.6308642463903","183.4201577627156","344.0182602736133","180.0294185661645","385.1601951731198","231.50513432165383","333.1317311199487","211.8144724655679","399.98698899151907","302.9398492058551","405.38876085586355","161.04160051251486","409.61981382257335","373.23059172278175","450.3980742608453","123.62119643718549","398.140122217962","388.8387772022687","348.0801594789119","386.936269756299","395.6262699586283","483.1616752256429","349.41307500266413","481.1355161714405","402.3527250111729","410.84634632817307","354.20927238957626","457.08989008403245"
"1120","50","0.5198594885213035","369.9744532978735","178.47423287889552","377.86613130696776","170.93507649298311","360.6111364376337","167.72413885415125","379.34061729291125","184.34837140944285","343.44724519418406","180.6035791388027","385.90995567018035","233.2822710977693","332.1229247304037","211.79558300384244","399.6777226561807","301.726005059169","404.50959525505255","159.4959607129716","409.5564071280756","372.64230901196703","448.2524644616793","122.73053196849433","397.8999616908642","388.6974069340044","346.9863314821291","386.9643648572324","395.73811277880935","483.7477106727339","349.48967992695293","479.69299731001024","402.4751605912886","410.03866684194776","352.8392937131614","456.624346767102"
"1160","50","0.5543516828463628","372.41908107817505","179.84337576764705","379.99642132086257","172.07959036585046","363.26422579104155","168.5839098404812","378.3973648996917","184.9183916502536","344.1703844439823","181.21976872578935","385.9469465697822","234.6091447683354","331.58841287183924","212.4028562521695","399.4310439571225","305.27809251394086","403.4166776997007","159.91488406858807","409.4011075120633","372.99980497366556","445.8196595660997","122.84055026255683","397.98757772064494","390.7562662288681","346.75900034409887","388.5853021698553","395.6553273079667","483.5270521360226","347.4720837903466","478.9915286171477","402.3726199159489","410.6093197164184","7.242829559048332","18.97242456545971"
"1200","50","0.5102979562112263","372.40387868247274","180.79035975956765","379.8583131455269","172.74719422552093","362.9013368155256","169.46852163711839","376.8694013218666","185.61931871444278","343.85097295350164","181.9531856053284","385.76384976480006","235.26300882815886","331.4743586309964","212.23901650620098","399.3239513405331","308.1960552108077","403.8324746525433","157.13687267878478","409.8309632506913","373.40660410578556","445.0407255676649","120.19583793945982","397.90848605848845","390.66773672686253","346.54394072387385","388.21858535291415","395.6736876663068","483.86296496223235","345.57186777765145","479.033447413428","402.89980775074287","411.0313127632396","346.8156265687212","456.08100381213984"
"1240","50","0.533686988055706","371.2497668510026","178.56337377340662","377.9571229535327","170.83738045043273","361.1684749708683","168.32120346963708","376.84946949671684","183.88341855604978","343.65056204415515","180.55660971308524","388.03101331175156","238.92005713094667","331.5460000830354","212.78757337676532","399.3752928529301","308.2966641650218","389.89364155563317","166.71339348055707","412.74244549625763","379.86422027326927","436.2404578307678","120.96061497372438","397.67247413065866","391.147962862852","346.6896381335397","388.0668028427546","395.72559761270696","485.407552152271","347.149591583645","479.78741331569796","404.3283313851297","412.6961829824295","355.35450366522406","458.233173289057"
"1280","50","0.5251199241195407","367.64115804620695","178.78676580301783","373.9439683090508","170.78001364023288","357.17278403077876","168.45700100686037","377.10262167049586","185.52596223103225","341.17338490170147","181.44254518376124","387.4938914266591","240.68811608594626","329.0187983332447","212.48095646592924","399.37761735535366","309.38003229094926","395.9023889019021","155.6205709374191","412.2105359443527","377.5050762686448","433.4236623922822","119.71678454611005","397.60224266393675","390.5688155726777","346.699658350249","387.12423506865093","395.4834801350539","485.23166950791006","347.15509540124293","479.7413377552346","405.19188485320376","413.10225316668186","351.3432870494738","459.2919330056808"
"1320","50","0.49862143993377683","368.18622498135136","178.8165318633603","373.8926860589579","170.97886139023848","357.22719721865803","168.93311426915403","376.2128664255125","186.12934624832303","341.2290803228689","181.92657420112758","387.85611791839705","240.50498381929498","329.8176796624974","213.2227029524531","400.35659652211984","309.9672837991719","391.00104727384183","156.92306012048667","414.59729005647495","379.39671418317533","431.16044672583706","119.26380987555099","397.45494334540854","390.1153708646977","346.39921468970624","387.1493892050496","395.49320248762376","486.21380732862497","347.2232504836041","480.6380706936799","406.0592551406081","417.3975307927487","351.22513551742236","460.3437267264377"
"1360","50","0.49155297556093763","371.3024069220138","181.81151959502225","374.68614532656284","175.20698541896087","360.89093958502843","171.04216950202948","377.3756785525642","184.61809540185797","342.9716050640229","183.64257701332042","391.121547121684","240.03562204967176","329.1234244674099","216.56027945347836","403.12145104608044","312.37748353604627","386.6851977160717","157.6467206920298","416.4512001266425","382.3518848348596","426.2835792734432","121.5502709529582","397.898483334402","391.13578625595693","346.6465961722198","388.8286220880822","395.4837330828524","484.9575520958944","347.4777452804702","481.9426427016396","408.43733858753063","415.9611754850545","356.27541761786995","460.14014727229477"
"1400","50","0.5250779251967158","376.36308009484526","182.44491882474634","378.51038200220614","176.27278636113482","365.24509603704337","170.58484005717037","377.5817601683772","184.07126685277467","345.7151302159383","183.31131386455434","393.4526834842329","243.32298361451979","329.4447512108724","217.0258933640256","403.7942521178994","314.2305197508257","384.4746037387247","156.94053874637171","417.73777819513276","382.3182835084918","425.19341209999715","120.7058110301352","398.2383195396093","391.37104239380704","346.84945138980993","388.8244420348011","395.91457021975805","483.91339722389216","346.89494502935503","481.8584009651932","408.55509357377997","418.2405461125859","351.85709631353944","461.84050517088053"
"1440","50","0.5066974292198817","375.32114708006657","181.88497720491515","378.1849810575784","175.4940833670549","364.83515800413505","170.2284047597854","377.81627791558486","183.75637318795586","345.32531279739715","183.3584391985192","394.2231014415808","243.30820172168157","328.87475341557274","217.80578848233188","404.90143929495963","314.42350762355136","386.9431017540787","154.58061116511684","418.39853273708746","382.05322750853054","422.15797200312375","120.59374384056605","398.73304459415215","391.4902028238569","346.7793888289767","388.65787181818473","396.28725259249927","483.552522631004","346.91447477084307","481.6331996306709","409.88300687726513","419.34727614635716","351.0420666920211","462.45029084262177"
"1480","50","0.4935258686542511","375.66496322867584","182.34837380040634","378.87559143539073","176.00202878422868","365.16365322601024","170.29720634101744","379.74309244846245","183.7529715330137","345.4383041006674","183.97842255287867","400.0680263414339","243.13738320321215","326.19698815121967","219.10006020517827","410.4143298425291","314.5798039683624","383.7053335796555","155.35402045130627","421.15097741293624","380.57628470333907","418.1830604332539","122.70042292637552","399.64442164504544","392.34482599553854","346.7032069492135","389.6044184355816","396.7043415818475","483.4194940153038","346.423999460224","481.7000057054056","418.3886394489266","416.5700976411784","351.8150895394816","463.8076405597904"
"1520","50","0.5285860036428158","378.9320870708246","182.60718737299686","381.91645223386166","175.82305425337512","368.46504044882295","170.09951051273453","378.4620020704084","182.29384156964696","346.41426144014576","182.7358350427942","397.99684733524487","241.86060828879394","326.24604837608473","219.46462245302024","410.4431171950399","314.4081733418408","383.1454349246846","155.61962906584398","425.4591862431939","376.48569528100546","418.6907911017962","122.48137167430203","399.92819006117486","392.14232309702146","346.8963244052909","389.348865012626","396.8648055491469","486.06945248562744","346.03225994151336","481.80285460556894","419.70262578345785","413.89391426149615","7.387823774311002","17.49986191367146"
"1560","50","0.5413017742908918","377.9026675805476","183.0202724070012","380.992202418184","176.67870070049474","367.7481823410436","170.5827305953056","378.45138264902175","183.4096256307711","346.74038829080337","182.92933887203534","399.3065404058758","242.40286149080842","324.80392447317223","219.59119372855733","411.9982217222971","316.1074598206092","379.2139840606714","155.0569841621152","426.5676149306239","376.2006633928611","412.71068024461755","122.47985584324576","400.3789507837888","391.24838011340296","346.8447945511566","388.5647031970762","397.2319961196968","486.0635539883376","345.5231922888968","481.5552612526394","419.8027789066912","418.9417728408689","3.022092743100089","17.237304228589494"
"1600","50","0.5155593603849411","374.6968205989416","181.45284341332257","377.6504370118456","175.03423307183823","365.66832487047475","170.09321865202955","378.37591927240146","183.2132926924607","346.0626051024721","183.31359020065085","400.1868092052593","242.33198616067259","324.097118539432","219.5404242924198","414.7645289427786","315.6386020431054","378.346770600108","153.60873990926302","429.6157588011408","374.8592871927502","411.5737983611061","117.03611608312059","401.7555105168077","390.4538341486011","346.26812954644186","387.4002731296568","397.71551937927876","486.3321593097846","345.453473646278","481.50014270727246","428.5435609563404","413.51494010564727","348.8157234477658","464.4588279789503"
"1640","50","0.5505741909146309","373.11508659808453","181.71832135357562","375.74130151317405","174.88727254729127","364.7128603451492","170.40137238501333","376.7244438447097","183.13614033381504","346.0142565698958","184.88401369048182","400.47752897948294","242.00799801366324","324.0698202127368","221.2389643722002","414.1221829743344","315.8568235979993","374.17825196788294","159.9991088385591","429.57037838240535","373.40801922240456","406.06246833760724","123.82721141527118","402.33830554660665","390.5646486862312","345.9578412545647","387.61199933101966","398.6374135316681","486.4705321282182","344.34104137107954","482.39020711970716","422.6307570016678","419.58672079914925","9.120258082082913","15.849074691583631"
"1680","50","0.6029465679938977","374.8858120991308","176.63771978424364","378.19319859099664","168.75546900609797","365.02598989573977","167.83966334507633","377.0165262839407","182.0696703274536","345.62923560083004","182.92956233514806","400.3177934308835","241.63703154159188","329.62099517215313","221.3216812954552","415.7669099913287","318.21656831838527","376.01401262434655","153.95518616251644","429.0217689861955","374.50877592319625","408.5986956924376","115.4743527041622","402.57936689544573","387.61159277963196","348.0095998950543","385.0677452917138","398.57044936959085","481.69821527376575","342.00542306991565","479.30882367846067","427.06328111958493","417.45984192819026","382.54463218584783","454.5683741201818"
"1720","50","0.58046316412779","364.31603032219135","176.21480662170617","370.6390669631031","170.60823754608023","357.88907524176386","166.25148351041997","374.56134628119264","181.78569953182853","342.9536067167948","178.31292736852015","394.97721342171525","232.25883558162263","322.85872233637906","217.2246325071436","388.5987593144155","222.53556884730108","368.08784032910125","160.67433692305303","423.6970086979796","371.7397845536891","398.11766371548316","117.93588420458242","402.2504644557215","387.31306209458245","346.0989452341605","384.3491246219807","395.42678012913717","481.4097825241971","339.59495315712866","479.0508734501683","419.1035548208532","404.57272555306923","352.2033734797065","462.27599255670447"
"1760","50","0.566035711994538","370.8114455777626","180.38369034570053","372.34086314868335","173.63673014144177","364.1491682918786","169.94410453000404","373.69967244097296","183.4778204740962","345.6022730006128","181.7287303779239","394.2883050809613","235.42386290110454","323.54486117112623","217.52047648279841","408.09467992497554","306.38902213309154","371.15469209036576","153.95242997214555","425.8664470256922","371.77030484719995","392.2610330073894","119.22573116398763","401.000302608717","388.6040051647164","346.3683035178306","386.7324397731878","397.7161258691773","483.4701480165169","346.0145018546603","480.5257984309925","419.63398502683344","408.7363614121246","353.8601633139755","464.69719434228557"
"1800","50","0.5556181210737962","374.2441713476401","180.25413604896306","375.1438680490485","173.56884430561377","365.82100478793706","169.62994631745246","373.20463349332624","182.45365872983336","345.0862137593855","181.50123567929913","398.65941680207095","241.05530188680643","323.2661239444047","216.79534987472442","416.29847397895605","312.8641610981045","371.54507419333555","151.7829847111872","429.7122783363533","372.37787555494685","393.0977638758676","116.45127055701053","401.0981471157553","389.83132691532876","345.90002607159823","386.8286850823447","400.1136887655182","486.11213490255705","346.6158240999231","481.51694565511923","420.77253882244156","417.8109535228592","6.889524453739071","16.35983513417294"
"1840","50","0.521216763981751","374.1069208605418","180.14974807140032","374.5743500423319","174.16870467008886","364.4310217499111","170.18175709526346","371.01243153556004","181.10536841627072","344.48465469465805","182.52526211072407","396.7647203160159","239.97882801687913","323.1116432295596","217.34924172628257","414.5961839692737","313.56009281162216","369.34492271519946","149.15109722629333","430.14368341079125","372.4427915438179","392.9318499564934","104.43820609053522","400.5206516414146","388.9574271160483","345.93492391778545","386.53526847786844","400.46375937626533","485.5717018393764","345.4154268958173","481.5452373706843","421.3531958604164","417.69184569901375","7.712486767257241","15.987417841231675"
